work_year,experience_level,job_title,company_location,company_size,salary_in_usd
2023,MI,Data Analyst,US,M,75000
2023,MI,Data Analyst,US,M,65000
2023,MI,Machine Learning Engineer,US,M,160000
2023,MI,Machine Learning Engineer,US,M,147000
2023,MI,Data Engineer,SG,L,75020
2023,MI,Data Scientist,IN,L,17022
2023,MI,Data Analyst,IN,L,18238
2023,MI,Machine Learning Engineer,US,M,250000
2023,MI,Machine Learning Engineer,US,M,150000
2023,MI,Data Engineer,US,M,185700
2023,MI,Data Engineer,US,M,165000
2023,MI,Data Scientist,ES,M,59020
2023,MI,Data Scientist,ES,M,48289
2023,MI,Data Engineer,SI,M,75116
2023,MI,Data Engineer,SI,M,48289
2023,MI,Data Scientist,US,M,128750
2023,MI,Data Scientist,US,M,106250
2023,MI,Data Analyst,US,M,155000
2023,MI,Data Analyst,US,M,140000
2023,MI,Data Analyst,CA,M,130000
2023,MI,Data Analyst,CA,M,100000
2023,MI,Data Scientist,US,M,104500
2023,MI,Data Scientist,US,M,70000
2023,MI,Data Scientist,US,M,90000
2023,MI,Data Scientist,US,M,70000
2023,MI,Research Scientist,US,M,185000
2023,MI,Research Scientist,US,M,125000
2023,MI,Data Scientist,US,M,200000
2023,MI,Data Scientist,US,M,150000
2023,MI,Data Engineer,MX,M,72000
2023,MI,Data Engineer,MX,M,60000
2023,MI,Data Engineer,US,M,260000
2023,MI,Data Engineer,US,M,175000
2023,MI,Research Scientist,US,M,340000
2023,MI,Research Scientist,US,M,150000
2023,MI,Data Engineer,US,M,250000
2023,MI,Data Engineer,US,M,175000
2023,MI,Data Scientist,FR,M,64385
2023,MI,Data Engineer,US,M,146000
2023,MI,Data Engineer,US,M,75000
2023,MI,Data Engineer,US,M,149600
2023,MI,Data Engineer,US,M,102000
2023,MI,Data Analyst,GB,M,97218
2023,MI,Data Analyst,GB,M,48609
2023,MI,Data Engineer,US,M,145000
2023,MI,Data Engineer,US,M,125000
2023,MI,Data Scientist,US,M,150000
2023,MI,Data Scientist,US,M,97750
2023,MI,Data Scientist,US,M,116990
2023,MI,Data Scientist,US,M,82920
2023,MI,Applied Scientist,US,S,200000
2023,MI,Applied Scientist,US,S,125000
2023,MI,Machine Learning Engineer,US,M,205920
2023,MI,Machine Learning Engineer,US,M,171600
2023,MI,Data Engineer,US,M,154000
2023,MI,Data Engineer,US,M,116000
2023,MI,Data Analyst,GB,M,78990
2023,MI,Data Analyst,GB,M,43809
2023,MI,Data Engineer,US,M,200000
2023,MI,Data Engineer,US,M,120000
2023,MI,Data Engineer,GB,M,127599
2023,MI,Data Engineer,GB,M,103294
2023,MI,Data Analyst,US,M,155000
2023,MI,Data Analyst,US,M,140000
2023,MI,Research Scientist,US,M,185000
2023,MI,Research Scientist,US,M,125000
2023,MI,Machine Learning Engineer,US,M,200000
2023,MI,Machine Learning Engineer,US,M,175000
2023,MI,Data Scientist,FR,L,40000
2023,MI,Data Engineer,US,M,140000
2023,MI,Data Engineer,US,M,100000
2023,MI,Data Analyst,GB,M,51039
2023,MI,Data Analyst,GB,M,42533
2023,MI,Machine Learning Engineer,US,M,130000
2023,MI,AI Related,ES,L,38631
2023,MI,Data Engineer,US,M,150000
2023,MI,Data Engineer,US,M,100000
2023,MI,Data Engineer,GB,L,115447
2023,MI,Data Engineer,US,M,190000
2023,MI,Data Engineer,US,M,160000
2023,MI,Data Engineer,US,M,190000
2023,MI,Data Engineer,US,M,183310
2023,MI,Machine Learning Engineer,US,M,148500
2023,MI,Machine Learning Engineer,US,M,126277
2023,MI,Data Analyst,US,M,80000
2023,MI,Data Analyst,US,M,60000
2023,MI,Data Engineer,US,M,140000
2023,MI,Data Engineer,US,M,120000
2023,MI,Data Analyst,HR,M,109371
2023,MI,Data Analyst,HR,M,72914
2023,MI,Data Engineer,US,M,125000
2023,MI,Data Engineer,US,M,90000
2023,MI,Data Engineer,US,M,120000
2023,MI,Data Engineer,US,M,90000
2023,MI,Data Scientist,GB,M,72914
2023,MI,Data Scientist,GB,M,60761
2023,MI,Machine Learning Engineer,GB,M,48609
2023,MI,Data Analyst,US,M,165000
2023,MI,Data Analyst,US,M,124000
2023,MI,Data Scientist,US,M,170000
2023,MI,Data Scientist,US,M,120000
2023,MI,Data Analyst,IN,L,16414
2023,MI,Data Analyst,US,M,125000
2023,MI,Data Analyst,US,M,105000
2023,MI,Data Analyst,GB,M,109371
2023,MI,Data Analyst,GB,M,85066
2023,MI,Data Analyst,US,M,110000
2023,MI,Data Analyst,US,M,95000
2023,MI,Machine Learning Engineer,MX,S,36000
2023,MI,Machine Learning Engineer,GB,M,121523
2023,MI,Machine Learning Engineer,GB,M,97218
2023,MI,Machine Learning Engineer,GB,M,145828
2023,MI,Machine Learning Engineer,GB,M,121523
2023,MI,Data Engineer,GB,M,66837
2023,MI,Data Engineer,GB,M,63192
2023,MI,Data Analyst,GB,M,60761
2023,MI,Data Analyst,GB,M,54685
2023,MI,Data Scientist,US,M,151410
2023,MI,Data Scientist,US,M,115360
2023,MI,Data Engineer,ES,M,66531
2023,MI,Data Engineer,ES,M,59020
2023,MI,Research Scientist,US,M,85000
2023,MI,Research Scientist,US,M,70000
2023,MI,Data Engineer,US,M,162500
2023,MI,Data Engineer,US,M,130000
2023,MI,Machine Learning Engineer,US,L,110000
2023,MI,Data Analyst,US,M,130000
2023,MI,Data Analyst,US,M,100000
2023,MI,Data Analyst,US,M,150000
2023,MI,Data Analyst,US,M,100000
2023,MI,Machine Learning Engineer,US,M,180000
2023,MI,Machine Learning Engineer,US,M,150000
2023,MI,Data Analyst,US,M,103200
2023,MI,Data Analyst,US,M,61200
2023,MI,Data Scientist,IN,L,60795
2023,MI,Data Scientist,US,M,220000
2023,MI,Data Scientist,US,M,195000
2023,MI,Data Analyst,US,M,206000
2023,MI,Data Analyst,US,M,160000
2023,MI,Data Analyst,US,M,109000
2023,MI,Data Analyst,US,M,79000
2023,MI,Machine Learning Engineer,AM,S,50000
2023,MI,Data Engineer,US,M,120000
2023,MI,Data Engineer,US,M,95000
2023,MI,Data Engineer,US,M,250000
2023,MI,Data Engineer,US,M,175000
2023,MI,Data Analyst,US,M,80000
2023,MI,Data Analyst,US,M,52500
2023,MI,Data Analyst,US,M,90000
2023,MI,Data Analyst,US,M,80000
2023,MI,Data Analyst,US,M,150000
2023,MI,Data Analyst,US,M,100000
2023,MI,Data Engineer,US,M,150000
2023,MI,Data Engineer,US,M,130000
2023,MI,Data Scientist,KE,S,80000
2023,MI,Data Analyst,SG,M,17509
2023,MI,Data Scientist,RO,L,53654
2023,MI,Data Engineer,US,M,120000
2023,MI,Data Engineer,US,M,95000
2023,MI,Data Analyst,US,M,120000
2023,MI,Data Analyst,US,M,100000
2023,MI,Data Scientist,US,M,183310
2023,MI,Data Scientist,US,M,183310
2023,MI,Data Scientist,TH,L,24740
2023,MI,Data Analyst,US,M,135000
2023,MI,Data Analyst,US,M,105500
2023,MI,Data Analyst,GB,M,78990
2023,MI,Data Analyst,GB,M,43809
2023,MI,Data Engineer,US,M,120000
2023,MI,Data Engineer,US,M,95000
2023,MI,Machine Learning Engineer,US,M,145000
2023,MI,Machine Learning Engineer,US,M,87000
2023,MI,Data Engineer,ES,M,95000
2023,MI,Data Engineer,ES,M,80000
2023,MI,Data Analyst,US,M,116000
2023,MI,Data Analyst,US,M,72000
2023,MI,Data Engineer,US,M,105000
2023,MI,Data Engineer,US,M,70000
2023,MI,Data Analyst,US,M,120000
2023,MI,Data Analyst,US,M,80000
2023,MI,Machine Learning Engineer,US,L,219000
2023,MI,Data Analyst,US,M,150000
2023,MI,Data Analyst,US,M,100000
2023,MI,Machine Learning Engineer,US,M,175000
2023,MI,Machine Learning Engineer,US,M,140000
2023,MI,Data Scientist,US,M,187500
2023,MI,Data Scientist,US,M,165000
2023,MI,Machine Learning Engineer,GB,L,72914
2023,MI,Machine Learning Engineer,GB,M,109006
2023,MI,Machine Learning Engineer,GB,M,67141
2023,MI,Data Engineer,US,M,120000
2023,MI,Data Engineer,US,M,100000
2023,MI,Data Engineer,US,M,120000
2023,MI,Data Engineer,US,M,100000
2023,MI,Data Scientist,US,M,120000
2023,MI,Data Scientist,US,M,105000
2023,MI,Machine Learning Engineer,GB,M,75344
2023,MI,Machine Learning Engineer,GB,M,63192
2023,MI,Machine Learning Engineer,GB,M,58331
2023,MI,Machine Learning Engineer,GB,M,46178
2023,MI,Data Analyst,US,M,150000
2023,MI,Data Analyst,US,M,100000
2023,MI,Data Scientist,US,M,130000
2023,MI,Data Scientist,US,M,90000
2023,SE,Data Scientist,ES,L,85847
2023,SE,Data Scientist,CA,M,175000
2023,SE,Data Scientist,CA,M,120000
2023,SE,Applied Scientist,US,L,222200
2023,SE,Applied Scientist,US,L,136000
2023,SE,Data Scientist,CA,M,219000
2023,SE,Data Scientist,CA,M,141000
2023,SE,Data Scientist,US,M,147100
2023,SE,Data Scientist,US,M,90700
2023,SE,Data Analyst,US,M,130000
2023,SE,Data Analyst,US,M,100000
2023,SE,Data Scientist,US,M,147100
2023,SE,Data Scientist,US,M,90700
2023,SE,Data Scientist,US,M,170000
2023,SE,Data Scientist,US,M,150000
2023,SE,Data Engineer,DE,M,275000
2023,SE,Data Engineer,DE,M,174000
2023,SE,Data Engineer,GB,M,230000
2023,SE,Data Engineer,GB,M,143200
2023,SE,BI Related,US,M,225000
2023,SE,BI Related,US,M,156400
2023,SE,Machine Learning Engineer,US,M,200000
2023,SE,Machine Learning Engineer,US,M,130000
2023,SE,Data Scientist,CA,M,90000
2023,SE,Data Scientist,CA,M,72000
2023,SE,Data Engineer,US,M,253200
2023,SE,Data Engineer,US,M,90700
2023,SE,Machine Learning Engineer,US,M,342810
2023,SE,Machine Learning Engineer,US,M,184590
2023,SE,Data Engineer,US,M,270703
2023,SE,Data Engineer,US,M,221484
2023,SE,Data Scientist,US,M,212750
2023,SE,Data Scientist,US,M,185000
2023,SE,Data Scientist,US,M,262000
2023,SE,Data Scientist,US,M,245000
2023,SE,Data Scientist,US,M,275300
2023,SE,Data Scientist,US,M,183500
2023,SE,Data Scientist,US,M,218500
2023,SE,Data Scientist,US,M,199098
2023,SE,Data Engineer,US,M,203300
2023,SE,Data Engineer,US,M,123600
2023,SE,Data Engineer,US,M,189110
2023,SE,Data Engineer,US,M,139000
2023,SE,Data Engineer,US,M,231500
2023,SE,Data Engineer,US,M,166000
2023,SE,Data Scientist,US,M,172500
2023,SE,Data Scientist,US,M,110500
2023,SE,Data Engineer,US,M,238000
2023,SE,Data Engineer,US,M,176000
2023,SE,Data Engineer,US,M,237000
2023,SE,Data Engineer,US,M,201450
2023,SE,Applied Scientist,US,L,309400
2023,SE,Applied Scientist,US,L,159100
2023,SE,Data Engineer,US,M,115000
2023,SE,Data Engineer,US,M,81500
2023,SE,Data Scientist,US,M,237000
2023,SE,Data Scientist,US,M,201450
2023,SE,Machine Learning Engineer,US,M,280000
2023,SE,Machine Learning Engineer,US,M,210000
2023,SE,Data Engineer,US,M,280100
2023,SE,Data Engineer,US,M,168100
2023,SE,Data Engineer,US,M,193500
2023,SE,Data Engineer,US,M,139000
2023,SE,Machine Learning Engineer,US,M,150000
2023,SE,BI Related,US,M,185900
2023,SE,BI Related,US,M,129300
2023,SE,Data Engineer,US,M,225000
2023,SE,Data Engineer,US,M,175000
2023,SE,Data Engineer,US,M,185000
2023,SE,Data Engineer,US,M,140000
2023,SE,Data Scientist,ES,M,48289
2023,SE,Data Scientist,ES,M,38631
2023,SE,Data Scientist,US,M,105000
2023,SE,Data Scientist,US,M,70000
2023,SE,Data Engineer,US,M,217000
2023,SE,Data Engineer,US,M,185000
2023,SE,Data Analyst,US,L,202800
2023,SE,Data Analyst,US,L,104300
2023,SE,Data Analyst,US,M,145000
2023,SE,Data Analyst,US,M,65000
2023,SE,Data Engineer,US,M,165000
2023,SE,Data Engineer,US,M,132300
2023,SE,Data Engineer,US,M,179170
2023,SE,Data Engineer,US,M,94300
2023,SE,Data Engineer,US,M,152500
2023,SE,Data Engineer,US,M,116450
2023,SE,Data Engineer,US,M,247300
2023,SE,Data Engineer,US,M,133800
2023,SE,Data Engineer,US,M,203000
2023,SE,Data Engineer,US,M,133000
2023,SE,Data Scientist,US,M,150000
2023,SE,Data Scientist,US,M,120000
2023,SE,Data Engineer,US,M,289800
2023,SE,Data Engineer,US,M,214000
2023,SE,Data Engineer,US,M,179820
2023,SE,Data Engineer,US,M,143860
2023,SE,Machine Learning Engineer,US,M,283200
2023,SE,Machine Learning Engineer,US,M,188800
2023,SE,Data Engineer,US,M,289800
2023,SE,Data Engineer,US,M,214200
2023,SE,Data Engineer,US,M,185900
2023,SE,Data Engineer,US,M,129300
2023,SE,Data Engineer,US,M,252000
2023,SE,Data Engineer,US,M,129000
2023,SE,Data Engineer,US,M,161800
2023,SE,Data Engineer,US,M,141600
2023,SE,Machine Learning Engineer,US,L,342300
2023,SE,Machine Learning Engineer,US,L,176100
2023,SE,Data Scientist,US,M,138784
2023,SE,Data Scientist,US,M,83270
2023,SE,Data Analyst,US,M,204500
2023,SE,Data Analyst,US,M,138900
2023,SE,Machine Learning Engineer,US,M,318300
2023,SE,Machine Learning Engineer,US,M,212200
2023,SE,Data Engineer,US,M,95000
2023,SE,Data Engineer,US,M,75000
2023,SE,Data Scientist,US,M,195000
2023,SE,Data Scientist,US,M,160000
2023,SE,Data Engineer,US,M,230000
2023,SE,Data Engineer,US,M,143200
2023,SE,Data Engineer,US,M,145000
2023,SE,Data Engineer,US,M,115000
2023,SE,Data Analyst,US,M,168400
2023,SE,Data Analyst,US,M,105200
2023,SE,Applied Scientist,US,L,309400
2023,SE,Applied Scientist,US,L,159100
2023,SE,Machine Learning Engineer,US,M,190000
2023,SE,Machine Learning Engineer,US,M,150000
2023,SE,Data Engineer,US,M,150000
2023,SE,Data Engineer,US,M,120000
2023,SE,Data Engineer,US,M,145000
2023,SE,Data Engineer,US,M,120000
2023,SE,Applied Scientist,US,L,222200
2023,SE,Applied Scientist,US,L,136000
2023,SE,Data Analyst,CF,M,54685
2023,SE,Data Analyst,CF,M,42533
2023,SE,Data Engineer,US,M,241000
2023,SE,Data Engineer,US,M,155000
2023,SE,Data Engineer,US,M,220000
2023,SE,Data Engineer,US,M,190000
2023,SE,Data Engineer,US,M,160000
2023,SE,Data Engineer,US,M,140000
2023,SE,Data Scientist,US,M,228000
2023,SE,Data Scientist,US,M,186000
2023,SE,Data Scientist,US,M,190000
2023,SE,Data Scientist,US,M,170000
2023,SE,Data Engineer,US,M,180000
2023,SE,Data Engineer,US,M,115000
2023,SE,Data Engineer,US,M,200000
2023,SE,Data Engineer,US,M,115000
2023,SE,Data Engineer,FR,S,53654
2023,SE,Data Engineer,US,M,200000
2023,SE,Data Engineer,US,M,150000
2023,SE,Machine Learning Engineer,US,M,215000
2023,SE,Machine Learning Engineer,US,M,170000
2023,SE,Machine Learning Engineer,US,M,247500
2023,SE,Machine Learning Engineer,US,M,172200
2023,SE,Data Scientist,CA,M,224000
2023,SE,Data Scientist,CA,M,176000
2023,SE,Data Analyst,US,M,120000
2023,SE,Data Analyst,US,M,75000
2023,SE,Data Scientist,FI,M,68318
2023,SE,Data Analyst,US,M,140000
2023,SE,Data Analyst,US,M,120000
2023,SE,Data Engineer,US,M,128000
2023,SE,Data Engineer,US,M,81500
2023,SE,Data Engineer,US,M,145000
2023,SE,Data Engineer,US,M,115000
2023,SE,Data Engineer,US,M,185000
2023,SE,Data Engineer,US,M,140000
2023,SE,Data Analyst,US,M,100000
2023,SE,Data Analyst,US,M,80000
2023,SE,Data Scientist,US,M,250000
2023,SE,Data Scientist,US,M,162500
2023,SE,Data Engineer,US,M,145000
2023,SE,Data Engineer,US,M,100000
2023,SE,Data Scientist,US,M,203500
2023,SE,Data Scientist,US,M,152000
2023,SE,Data Scientist,US,L,239000
2023,SE,Data Scientist,US,L,122900
